Time,Address,VDC1,IDC1,PDC1,VDC2,IDC2,PDC2,VAC,IAC,PAC,TINV,TINT,ENERGY,RISO,ILEAK,IRR,GENFREQ
04/23/2019 10:40:43,3,6,1.3,85.1,66.7,0.6,41.3,198.8,0.1,29.8,31.5,31.5,164.0,20.0,0,0,0
